evtid,zen,azi,E_cr,height,bundle,E_lead,E_lead2,E_bundle,E_lead_bundle,E_lead_cr,parent_type,parent_id,grandparent_type,grandparent_id,grandparent_elasticity
1,0.0,3.14159265359,59.0,10.0,5,3.51204623239,2.48471999211,9.47719938873,0.370578489313,0.0595262073286,4,4,4,4,1.0
